hits,quarter,term,year
1,1,feminism,1900
2,2,feminism,1900
2,3,feminism,1900
3,4,feminism,1900
2,1,feminism,1901
7,2,feminism,1901
2,3,feminism,1901
4,4,feminism,1901
4,1,feminism,1902
0,2,feminism,1902
1,3,feminism,1902
1,4,feminism,1902
1,1,feminism,1903
1,2,feminism,1903
0,3,feminism,1903
0,4,feminism,1903
3,1,feminism,1904
2,2,feminism,1904
7,3,feminism,1904
7,4,feminism,1904
3,1,feminism,1905
7,2,feminism,1905
6,3,feminism,1905
3,4,feminism,1905
4,1,feminism,1906
1,2,feminism,1906
2,3,feminism,1906
5,4,feminism,1906
6,1,feminism,1907
2,2,feminism,1907
5,3,feminism,1907
6,4,feminism,1907
3,1,feminism,1908
5,2,feminism,1908
7,3,feminism,1908
11,4,feminism,1908
13,1,feminism,1909
11,2,feminism,1909
5,3,feminism,1909
7,4,feminism,1909
2,1,feminism,1910
3,2,feminism,1910
3,3,feminism,1910
8,4,feminism,1910
7,1,feminism,1911
5,2,feminism,1911
9,3,feminism,1911
14,4,feminism,1911
9,1,feminism,1912
11,2,feminism,1912
7,3,feminism,1912
9,4,feminism,1912
14,1,feminism,1913
15,2,feminism,1913
10,3,feminism,1913
26,4,feminism,1913
46,1,feminism,1914
53,2,feminism,1914
7,3,feminism,1914
6,4,feminism,1914
23,1,feminism,1915
17,2,feminism,1915
23,3,feminism,1915
17,4,feminism,1915
11,1,feminism,1916
13,2,feminism,1916
8,3,feminism,1916
8,4,feminism,1916
7,1,feminism,1917
2,2,feminism,1917
4,3,feminism,1917
19,4,feminism,1917
13,1,feminism,1918
8,2,feminism,1918
11,3,feminism,1918
1,4,feminism,1918
3,1,feminism,1919
8,2,feminism,1919
3,3,feminism,1919
5,4,feminism,1919
13,1,feminism,1920
10,2,feminism,1920
10,3,feminism,1920
7,4,feminism,1920
8,1,feminism,1921
12,2,feminism,1921
3,3,feminism,1921
7,4,feminism,1921
5,1,feminism,1922
11,2,feminism,1922
7,3,feminism,1922
17,4,feminism,1922
15,1,feminism,1923
11,2,feminism,1923
12,3,feminism,1923
17,4,feminism,1923
11,1,feminism,1924
11,2,feminism,1924
9,3,feminism,1924
17,1,feminism,1925
10,2,feminism,1925
11,3,feminism,1925
16,4,feminism,1925
17,1,feminism,1926
23,2,feminism,1926
18,3,feminism,1926
15,4,feminism,1926
24,1,feminism,1927
